ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
11042911,JA376915,01/01/2013 12:00:00 PM,034XX N WESTERN AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,BANK,FALSE,FALSE,1921,19,47,5,11,,,2013,8/5/17 15:50,,,
11042930,JA374409,01/01/2010 12:01:00 AM,080XX S MARSHFIELD AVE,266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,FALSE,FALSE,611,6,21,71,2,,,2010,8/5/17 15:50,,,
11042931,JA374193,01/01/2015 12:01:00 AM,069XX S STEWART AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,FALSE,FALSE,731,7,6,68,17,,,2015,8/5/17 15:50,,,
11042934,JA374701,01/27/2015 12:01:00 AM,044XX S CALUMET AVE,266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,FALSE,FALSE,215,2,3,38,2,,,2015,8/5/17 15:50,,,
11042861,JA374153,01/01/2007 12:01:00 AM,026XX W 21ST ST,266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,FALSE,FALSE,1023,10,28,30,2,,,2007,10/21/17 15:44,,,
11042901,JA374744,04/01/2015 12:01:00 AM,051XX S MARSHFIELD AVE,291,CRIM SEXUAL ASSAULT,ATTEMPT NON-AGGRAVATED,APARTMENT,FALSE,FALSE,932,9,16,61,2,,,2015,8/12/17 15:48,,,
11042927,JA374449,01/01/2015 12:01:00 AM,022XX N AVERS AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,FALSE,TRUE,2525,25,30,22,20,,,2015,8/25/17 15:48,,,
11227505,JB146342,06/01/2017 12:01:00 AM,115XX S ABERDEEN ST,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,FALSE,TRUE,524,5,34,53,17,,,2017,9/4/19 16:07,,,
11042914,JA374555,01/01/2008 12:01:00 AM,011XX S WHIPPLE ST,281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,FALSE,TRUE,1134,11,28,29,2,,,2008,8/19/17 15:48,,,
11042939,JA376124,01/01/2015 12:01:00 AM,049XX S LECLAIRE AVE,281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,FALSE,FALSE,814,8,23,56,2,,,2015,8/5/17 15:50,,,
11043021,JA367631,10/19/2016 07:00:00 PM,075XX S YATES BLVD,610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,FALSE,FALSE,421,4,7,43,5,,,2016,8/5/17 15:50,,,
11042905,JA374476,01/01/2003 12:01:00 AM,056XX S ARTESIAN AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,FALSE,FALSE,824,8,15,63,17,,,2003,10/27/18 16:00,,,
11227569,JB147582,10/01/2017 12:00:00 AM,004XX E 71ST ST,1582,OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,APARTMENT,FALSE,FALSE,323,3,6,69,17,,,2017,2/11/18 15:57,,,
11042938,JA377035,01/01/2007 12:01:00 AM,019XX N HARLEM AVE,266,CRIM SEXUAL ASSAULT,PREDATORY,DAY CARE CENTER,FALSE,FALSE,2513,25,36,25,2,,,2007,8/19/17 15:48,,,
11227513,JB137941,09/01/2017 09:00:00 AM,030XX W HARRISON ST,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,1134,11,28,27,17,,,2017,2/11/18 15:57,,,
11223717,JB141803,02/04/2018 03:25:00 PM,044XX W WASHINGTON BLVD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,FALSE,FALSE,1113,11,28,26,11,,,2018,2/11/18 15:57,,,
1744168,G553545,09/15/2001 02:00:00 AM,013XX W POLK ST,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,1213,12,,,08B,,,2001,8/17/15 15:03,,,
10581023,HZ329792,09/01/2014 08:00:00 AM,0000X E LAKE ST,1140,DECEPTIVE PRACTICE,EMBEZZLEMENT,OTHER,TRUE,FALSE,111,1,42,32,12,,,2014,3/1/18 15:52,,,
1833988,G666677,11/02/2001 06:30:00 PM,002XX W CONGRESS PW,810,THEFT,OVER $500,OTHER,FALSE,FALSE,131,1,,,6,,,2001,8/17/15 15:03,,,
11243066,JB168427,03/29/2016 07:00:00 AM,067XX S RIDGELAND AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,FALSE,FALSE,332,3,5,43,11,,,2016,3/1/18 15:54,,,
11243056,JB168410,12/13/2017 12:01:00 AM,005XX W OHARE ST,810,THEFT,OVER $500,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,FALSE,FALSE,1654,16,41,76,6,,,2017,3/1/18 15:54,,,
11243415,JB168962,12/18/2017 09:00:00 AM,025XX W BIRCHWOOD AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,FALSE,FALSE,2411,24,50,2,11,,,2017,3/1/18 15:54,,,
11243873,JB168420,02/28/2017 12:00:00 AM,110XX S VERNON AVE,265,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,513,5,9,49,2,,,2017,3/1/18 15:54,,,
11243020,HZ184094,03/11/2016 11:00:00 PM,052XX N ST LOUIS AVE,281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1712,17,39,13,2,,,2016,3/1/18 15:54,,,
11243109,JB168444,12/14/2017 12:15:00 PM,020XX S CLARK ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,FALSE,131,1,3,33,26,,,2017,3/1/18 15:54,,,
11243511,JB168893,02/20/2018 04:21:00 PM,005XX W ARLINGTON PL,820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1935,19,43,7,6,,,2018,3/1/18 15:54,,,
11243026,JB168257,11/15/2017 02:00:00 PM,012XX W ARTHINGTON ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,FALSE,FALSE,1231,12,2,28,11,,,2017,3/1/18 15:54,,,
11243839,JB165874,11/05/2017 08:00:00 AM,084XX S PARNELL AVE,820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,622,6,21,71,6,,,2017,3/1/18 15:54,,,
11243258,JB167849,01/01/2017 12:01:00 AM,045XX N HAMLIN AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,APARTMENT,FALSE,TRUE,1723,17,39,14,20,,,2017,5/15/18 15:52,,,
11242963,JB168261,11/01/2014 09:00:00 AM,009XX N TRUMBULL AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,1121,11,27,23,11,,,2014,3/1/18 15:54,,,
11243412,JB168772,08/24/2017 03:18:00 PM,057XX S CICERO AVE,810,THEFT,OVER $500,RESTAURANT,TRUE,FALSE,813,8,23,56,6,,,2017,3/15/18 15:53,,,
11243580,JB169163,08/17/2017 10:00:00 AM,061XX N NORTHWEST HWY,890,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,1611,16,41,10,6,,,2017,3/1/18 15:54,,,
1896258,G749215,12/15/2001 02:00:00 AM,011XX N STATE ST,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,1824,18,,,08B,,,2001,8/17/15 15:03,,,
11243268,JB167760,01/01/2017 12:01:00 AM,047XX N CLARK ST,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,APARTMENT,FALSE,FALSE,1913,19,47,3,17,,,2017,9/13/18 15:56,,,
11243251,JB166394,08/07/2012 12:01:00 AM,037XX W HAYFORD ST,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,FALSE,TRUE,833,8,18,70,2,,,2012,10/15/18 16:31,,,
11223707,JB141873,02/05/2018 12:00:00 AM,061XX N KENMORE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,2433,24,48,77,26,,,2018,2/12/18 15:49,,,
11227940,JB148122,01/01/2016 11:00:00 AM,108XX S CALUMET AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,513,5,9,49,11,,,2016,2/12/18 15:49,,,
11228287,JB148482,01/03/2018 03:45:00 PM,0000X W C1 ST,810,THEFT,OVER $500,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,FALSE,FALSE,1651,16,41,76,6,,,2018,2/12/18 15:49,,,
11037549,JA371812,07/30/2017 04:00:00 AM,004XX N DEARBORN ST,870,THEFT,POCKET-PICKING,ALLEY,FALSE,FALSE,1831,18,42,8,6,,,2017,8/6/17 15:53,,,
11227960,JB148137,10/20/2017 09:00:00 AM,008XX N PAULINA ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,TRUE,1213,12,1,24,26,,,2017,2/12/18 15:49,,,
11228593,JB149038,03/01/2016 12:00:00 AM,092XX S WESTERN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,AUTO / BOAT / RV DEALERSHIP,FALSE,FALSE,2221,22,19,72,26,,,2016,2/12/18 15:49,,,
11228565,JB148941,12/16/2017 02:30:00 PM,102XX S EBERHART AVE,610,BURGLARY,FORCIBLE ENTRY,VACANT LOT/LAND,FALSE,FALSE,511,5,9,49,5,,,2017,2/12/18 15:49,,,
11043823,JA378025,08/11/2013 05:00:00 PM,004XX N CLARK ST,820,THEFT,$500 AND UNDER,RESTAURANT,FALSE,FALSE,1831,18,42,8,6,,,2013,8/6/17 15:53,,,
11043900,JA378845,09/30/2015 07:45:00 PM,030XX N KNOX AVE,810,THEFT,OVER $500,WAREHOUSE,FALSE,FALSE,2521,25,31,19,6,,,2015,8/6/17 15:53,,,
11228293,JB148253,07/01/2017 08:40:00 PM,060XX S TALMAN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,FALSE,FALSE,825,8,15,66,11,,,2017,2/12/18 15:49,,,
11029364,JA361501,05/10/2014 08:00:00 AM,077XX S KINGSTON AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,FALSE,FALSE,421,4,7,43,11,,,2014,7/25/17 15:48,,,
11243391,JB168811,12/30/2017 12:01:00 AM,0000X E LAKE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,FALSE,FALSE,111,1,42,32,11,,,2017,3/1/18 15:54,,,
11029405,JA361556,10/01/2014 07:00:00 AM,018XX N ST LOUIS AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,FALSE,FALSE,1422,14,26,22,11,,,2014,7/25/17 15:48,,,
11029462,JA361647,07/01/2013 12:00:00 PM,060XX N ALBANY AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,2413,24,50,2,11,,,2013,7/25/17 15:48,,,
11029532,JA361567,12/01/2013 09:00:00 PM,021XX N MULLIGAN AVE,265,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,RESIDENCE,FALSE,TRUE,2512,25,29,19,2,,,2013,7/25/17 15:48,,,
11228256,JB148524,09/07/2017 06:00:00 PM,035XX N WILTON AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,1924,19,44,6,11,,,2017,2/12/18 15:49,,,
11029711,JA361905,09/01/2014 10:00:00 AM,061XX S EBERHART AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,313,3,20,42,11,,,2014,7/25/17 15:48,,,
11029673,JA361846,01/24/2009 06:00:00 PM,024XX W 46TH ST,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,TRUE,FALSE,922,9,12,58,20,,,2009,2/8/18 15:48,,,
11228573,JB148940,11/01/2017 03:00:00 PM,004XX E 33RD ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,TRUE,211,2,4,35,26,,,2017,2/12/18 15:49,,,
9771966,HX347197,07/16/2014 10:50:00 AM,063XX S COTTAGE GROVE AVE,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,VEHICLE NON-COMMERCIAL,TRUE,FALSE,312,3,20,42,18,,,2014,7/25/17 15:48,,,
9715284,HX282369,05/30/2014 11:06:56 AM,029XX W WILCOX ST,2027,NARCOTICS,POSS: CRACK,APARTMENT,TRUE,FALSE,1124,11,2,27,18,,,2014,7/25/17 15:46,,,
11228094,JB148335,11/20/2017 03:00:00 PM,055XX N CHRISTIANA AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,POOL ROOM,FALSE,FALSE,1712,17,40,13,11,,,2017,2/12/18 15:49,,,
11228056,JB148123,11/21/2017 12:00:00 PM,028XX N SACRAMENTO AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,FALSE,FALSE,1411,14,35,21,11,,,2017,2/12/18 15:49,,,
11228588,JB149037,06/04/2012 12:00:00 PM,037XX W 85TH PL,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,834,8,18,70,11,,,2012,2/12/18 15:49,,,
11225457,JB144550,02/05/2018 06:00:00 PM,013XX N LA SALLE DR,890,THEFT,FROM BUILDING,RESIDENCE-GARAGE,FALSE,FALSE,1821,18,43,8,6,,,2018,2/12/18 15:49,,,
11243635,JB169214,08/31/2017 12:00:00 AM,039XX W VAN BUREN ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,FALSE,TRUE,1132,11,24,26,11,,,2017,3/1/18 15:54,,,
11244245,JB167262,10/10/2017 07:27:00 PM,085XX S CARPENTER ST,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,613,6,21,71,6,,,2017,3/2/18 15:54,,,
11242929,JB168310,01/01/2015 12:00:00 AM,049XX S COTTAGE GROVE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,FALSE,FALSE,223,2,4,39,11,,,2015,3/1/18 15:54,,,
11243481,JB168909,11/04/2017 10:00:00 PM,064XX S DR MARTIN LUTHER KING JR DR,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,FALSE,FALSE,312,3,20,69,26,,,2017,3/1/18 15:54,,,
11243284,JB168734,12/28/2017 09:00:00 AM,064XX N BELL AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,2412,24,50,2,11,,,2017,3/1/18 15:54,,,
11242965,JB168370,12/28/2017 02:00:00 PM,027XX N HAMPDEN CT,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,1935,19,43,7,11,,,2017,3/1/18 15:54,,,
11243493,JB169102,08/04/2017 03:00:00 PM,003XX E RANDOLPH ST,810,THEFT,OVER $500,PARK PROPERTY,FALSE,FALSE,114,1,42,32,6,,,2017,3/1/18 15:54,,,
11243514,JB168799,11/12/2014 12:00:00 AM,107XX S PEORIA ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,FALSE,FALSE,2233,22,34,75,11,,,2014,3/1/18 15:54,,,
11037536,JA371293,07/31/2017 08:05:00 AM,004XX N MC CLURG CT,1310,CRIMINAL DAMAGE,TO PROPERTY,BOAT/WATERCRAFT,FALSE,FALSE,1834,18,42,8,14,,,2017,8/7/17 15:52,,,
11243040,JB167177,12/12/2017 12:00:00 PM,033XX W 47TH ST,890,THEFT,FROM BUILDING,WAREHOUSE,FALSE,FALSE,821,8,14,58,6,,,2017,3/1/18 15:54,,,
11024203,JA354900,07/19/2017 07:15:00 AM,0000X E WASHINGTON ST,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,112,1,42,32,6,,,2017,7/26/17 15:56,,,
11242979,JB168283,01/01/2017 09:00:00 AM,010XX W WASHINGTON BLVD,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER,FALSE,FALSE,1224,12,27,28,11,,,2017,3/1/18 15:54,,,
11243119,JB168573,11/02/2017 01:00:00 PM,063XX N MOZART ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,FALSE,2413,24,50,2,26,,,2017,3/1/18 15:54,,,
11243494,JB168634,11/15/2017 07:16:00 PM,097XX S AVENUE J,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,432,4,10,52,11,,,2017,3/1/18 15:54,,,
2370646,HH676216,09/26/2002 01:30:00 PM,034XX W 79TH ST,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,835,8,18,70,08B,,,2002,8/17/15 15:03,,,
2378227,HH686534,10/01/2002 07:00:00 PM,022XX W NORTH AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1424,14,1,24,7,,,2002,8/17/15 15:03,,,
11243419,JB168945,06/01/2017 12:00:00 PM,071XX W ARMITAGE AVE,460,BATTERY,SIMPLE,RESIDENCE,FALSE,TRUE,2513,25,36,25,08B,,,2017,3/21/18 15:58,,,
11038898,JA372967,08/01/2017 02:25:00 PM,025XX S DR MARTIN LUTHER KING JR DR,890,THEFT,FROM BUILDING,MEDICAL/DENTAL OFFICE,FALSE,FALSE,133,1,2,33,6,,,2017,8/8/17 15:53,,,
11030881,JA362444,07/08/2017 06:00:00 PM,003XX E OHIO ST,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,1834,18,42,8,6,,,2017,7/26/17 15:56,,,
11031104,JA362043,07/24/2008 12:01:00 AM,031XX W FILLMORE ST,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,APARTMENT,FALSE,TRUE,1134,11,24,29,17,,,2008,7/26/17 15:56,,,
11031226,JA362537,08/04/2009 12:00:00 PM,073XX S YATES BLVD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,334,3,7,43,11,,,2009,7/26/17 15:56,,,
11227476,JB147378,12/18/2017 12:00:00 PM,053XX N LINDER AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,FALSE,FALSE,1623,16,45,11,11,,,2017,2/13/18 15:56,,,
2439013,HH761070,11/05/2002 04:40:00 PM,063XX S ROCKWELL ST,031A,ROBBERY,ARMED: HANDGUN,STREET,TRUE,FALSE,825,8,15,66,3,,,2002,8/17/15 15:03,,,
11030960,JA363404,01/01/2009 12:00:00 AM,007XX W 81ST ST,266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,TRUE,FALSE,621,6,21,71,2,,,2009,10/28/17 15:50,,,
11044965,JA379380,06/28/2013 12:00:00 PM,020XX N MILWAUKEE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,FALSE,FALSE,1431,14,1,22,11,,,2013,8/7/17 15:52,,,
10751224,HZ513641,01/01/2012 08:00:00 AM,010XX S MAYFIELD AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,FALSE,FALSE,1513,15,29,25,20,,,2012,7/27/17 15:50,,,
11228873,JB149562,07/01/2017 12:00:00 AM,019XX W ROSCOE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,1922,19,32,5,11,,,2017,2/13/18 15:58,,,
